"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2021-07-21","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"10420952413.96",,,,,,""
"2021-07-21","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"10204561044.76",,,,,,"Y"
"2021-07-21","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"10047681864.43",,,,,,""
"2021-07-21","'31418DSH6'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"10037338059.81",,,,,,""
"2021-07-21","'3132DV7C3'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"9692592052.14",,,,,,""
"2021-07-21","'3132DV7B5'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"9577302901.64",,,,,,""
"2021-07-21","'31418DUG5'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"9426457624.23",,,,,,""
"2021-07-21","'3132DWB69'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"9071982761",,,,,,""
"2021-07-21","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"8924909929.28",,,,,,"Y"
"2021-07-21","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"8905329646.07",,,,,,""
"2021-07-21","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"8690968658.56",,,,,,""
"2021-07-21","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"8193752203.03",,,,,,"Y"
"2021-07-21","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"8015103310.42",,,,,,"Y"
"2021-07-21","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"7996388948.13",,,,,,""
"2021-07-21","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"7820292005.65",,,,,,"Y"
"2021-07-21","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"7636530141.92",,,,,,"Y"
"2021-07-21","'31335CJN5'","MBS","FHLMCGLD 3.5% 01/48","30yr",,,,,"7605246243.74",,,,,,"Y"
"2021-07-21","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"7337159615.48",,,,,,"Y"
"2021-07-21","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"7129598634.75",,,,,,""
"2021-07-21","'31418D3H3'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"7105725809",,,,,,""
"2021-07-21","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"6958260611.09",,,,,,""
"2021-07-21","'3132DV7L3'","MBS","UMBS MORTPASS 2.5% 10/50","30yr",,,,,"6861259596.1",,,,,,""
"2021-07-21","'31418DTR3'","MBS","UMBS MORTPASS 2.5% 10/50","30yr",,,,,"6837847774.17",,,,,,""
"2021-07-21","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"6804878175.42",,,,,,"Y"
"2021-07-21","'31418DRS3'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"6753741051.92",,,,,,""
"2021-07-21","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"6679900968.59",,,,,,"Y"
"2021-07-21","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"6678667558.01",,,,,,""
"2021-07-21","'3132DV7J8'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"6653454846.17",,,,,,""
"2021-07-21","'31418D3G5'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"6646861561",,,,,,""
"2021-07-21","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"6321420114.58",,,,,,""
"2021-07-21","'31418DVC3'","MBS","UMBS MORTPASS 2.5% 12/50","30yr",,,,,"6081869023.88",,,,,,""
"2021-07-21","'36179WG36'","MBS","GNMA II 2.5% 06/51","30yr",,,,,"6067768088.58",,,,,,""
"2021-07-21","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"6016976738.69",,,,,,"Y"
"2021-07-21","'31418DSM5'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"6002459595.39",,,,,,""
"2021-07-21","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"5975517154.11",,,,,,""
"2021-07-21","'3132DWAV5'","MBS","UMBS MORTPASS 1.5% 01/51","30yr",,,,,"5629086802.28",,,,,,""
"2021-07-21","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"5568881788.98",,,,,,"Y"
"2021-07-21","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"5565601719.08",,,,,,""
"2021-07-21","'3140J8BW2'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"5555811254.4",,,,,,"Y"
"2021-07-21","'36179WJQ2'","MBS","GNMA II MORTPASS 2% 07/51","30yr",,,,,"5537538139",,,,,,""
"2021-07-21","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"5473686439.25",,,,,,""
"2021-07-21","'31418DPE6'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"5411126055.44",,,,,,""
"2021-07-21","'3132D56U1'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"4988224211.73",,,,,,""
"2021-07-21","'3132DWAM5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"4972453911.81",,,,,,""
"2021-07-21","'31335CJP0'","MBS","FHLMCGLD 4% 02/48","30yr",,,,,"4921302058.2",,,,,,"Y"
"2021-07-21","'31418DTM4'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"4868089357.55",,,,,,""
"2021-07-21","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4807369719.29",,,,,,"Y"
"2021-07-21","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"4788684535.72",,,,,,""
"2021-07-21","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"4781112829.46",,,,,,""
"2021-07-21","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"4626145794.7",,,,,,""
"2021-07-21","'3132D56P2'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"4588002981.27",,,,,,""
"2021-07-21","'31418DVB5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"4575914524.11",,,,,,""
"2021-07-21","'31418DUH3'","MBS","UMBS MORTPASS 2.5% 11/50","30yr",,,,,"4564022592.29",,,,,,""
"2021-07-21","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"4545113689.88",,,,,,"Y"
"2021-07-21","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"4518473339.29",,,,,,""
"2021-07-21","'31418DXJ6'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"4508859825.88",,,,,,""
"2021-07-21","'3138ETE51'","MBS","UMBS MORTPASS 3.5% 06/43","30yr",,,,,"4452217982.01",,,,,,"Y"
"2021-07-21","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"4397624650.09",,,,,,""
"2021-07-21","'31418DUD2'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"4372247519.87",,,,,,""
"2021-07-21","'3138ETKH8'","MBS","UMBS MORTPASS 3.5% 01/43","30yr",,,,,"4350820952.2",,,,,,"Y"
"2021-07-21","'31418DYA4'","MBS","UMBS MORTPASS 1.5% 04/51","30yr",,,,,"4345573892.39",,,,,,""
"2021-07-21","'3132DWAP8'","MBS","UMBS MORTPASS 2.5% 12/50","30yr",,,,,"4330891866.21",,,,,,""
"2021-07-21","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"4184349027.66",,,,,,""
"2021-07-21","'3132D6AB6'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"4099189647.99",,,,,,""
"2021-07-21","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"4080958165.75",,,,,,"Y"
"2021-07-21","'3132DV5D3'","MBS","UMBS MORTPASS 3% 02/50","30yr",,,,,"4000995822.39",,,,,,""
"2021-07-21","'3132DWA45'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"3972008762.44",,,,,,""
"2021-07-21","'31418DNH1'","MBS","UMBS MORTPASS 3% 04/50","30yr",,,,,"3969597399.32",,,,,,""
"2021-07-21","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3941521803.21",,,,,,""
"2021-07-21","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"3928563570.14",,,,,,"Y"
"2021-07-21","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"3906057500.64",,,,,,"Y"
"2021-07-21","'31418DV82'","MBS","UMBS MORTPASS 2.5% 01/51","30yr",,,,,"3827416144.06",,,,,,""
"2021-07-21","'3132DWAD5'","MBS","UMBS MORTPASS 1.5% 11/50","30yr",,,,,"3793542125.88",,,,,,""
"2021-07-21","'3138ETP34'","MBS","UMBS MORTPASS 3.5% 07/45","30yr",,,,,"3774200088.33",,,,,,"Y"
"2021-07-21","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3763016422.43",,,,,,""
"2021-07-21","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"3741701551.76",,,,,,"Y"
"2021-07-21","'31418DY22'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"3733097177.4",,,,,,""
"2021-07-21","'31418DZ21'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"3714344038.25",,,,,,""
"2021-07-21","'31418DP48'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"3702325444.82",,,,,,""
"2021-07-21","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"3694431885.72",,,,,,"Y"
"2021-07-21","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"3689158720.79",,,,,,""
"2021-07-21","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"3651885014.59",,,,,,""
"2021-07-21","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"3631660270.86",,,,,,"Y"
"2021-07-21","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"3586879365.62",,,,,,"Y"
"2021-07-21","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"3579546309.52",,,,,,"Y"
"2021-07-21","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"3579081982.53",,,,,,"Y"
"2021-07-21","'3132DWAG8'","MBS","UMBS MORTPASS 2.5% 11/50","30yr",,,,,"3546988205.59",,,,,,""
"2021-07-21","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"3542387771.66",,,,,,"Y"
"2021-07-21","'31418DU75'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"3506819991.11",,,,,,""
"2021-07-21","'31418DNG3'","MBS","UMBS MORTPASS 2.5% 04/50","30yr",,,,,"3469999506.09",,,,,,""
"2021-07-21","'31418DRR5'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"3458805047.91",,,,,,""
"2021-07-21","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"3455879317.48",,,,,,""
"2021-07-21","'3132D56J6'","MBS","UMBS MORTPASS 1.5% 11/35","15yr",,,,,"3404181503.82",,,,,,""
"2021-07-21","'31418DMJ8'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"3397750904.8",,,,,,""
"2021-07-21","'3132DV5X9'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"3379628841.91",,,,,,""
"2021-07-21","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"3368283496.68",,,,,,""
"2021-07-21","'31418DQ47'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"3355649735.83",,,,,,""
"2021-07-21","'31418DRW4'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"3316994353.16",,,,,,""
"2021-07-21","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"3305718762.01",,,,,,"Y"
"2021-07-21","'3128MF2M9'","MBS","FHLMCGLD 3% 01/33","15yr",,,,,"3277957872.35",,,,,,"Y"
"2021-07-21","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"3268316943.14",,,,,,"Y"
"2021-07-21","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"3251825036.11",,,,,,""
"2021-07-21","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"3248298870.79",,,,,,"Y"
"2021-07-21","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"3212631056.39",,,,,,"Y"
"2021-07-21","'36179U4B5'","MBS","GNMA II MORTPASS 3% 10/49","30yr",,,,,"3212240781.23",,,,,,""
"2021-07-21","'3138EQE65'","MBS","UMBS MORTPASS 4.5% 08/40","30yr",,,,,"3185445635.17",,,,,,"Y"
"2021-07-21","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"3145270225.32",,,,,,""
"2021-07-21","'31418DU83'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"3124039300.61",,,,,,""
"2021-07-21","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"3103433678.08",,,,,,"Y"
"2021-07-21","'3132DWAX1'","MBS","UMBS MORTPASS 2.5% 01/51","30yr",,,,,"3066292692.16",,,,,,""
"2021-07-21","'3132D6AG5'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"3052012204.97",,,,,,""
"2021-07-21","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"3051953709.62",,,,,,""
"2021-07-21","'3138EQGA4'","MBS","UMBS MORTPASS 4.5% 09/42","30yr",,,,,"3048510049.09",,,,,,"Y"
"2021-07-21","'31418DKT8'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"3040346425.68",,,,,,""
"2021-07-21","'3132DV4P7'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"3002126169.43",,,,,,""
"2021-07-21","'3138EQ7C0'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"2994174239.18",,,,,,"Y"
"2021-07-21","'3138ETKJ4'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"2967556783.46",,,,,,"Y"
"2021-07-21","'3138ETK47'","MBS","UMBS MORTPASS 2.5% 03/29","15yr",,,,,"2966224415.2",,,,,,"Y"
"2021-07-21","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"2949747534.42",,,,,,""
"2021-07-21","'3138ETKZ8'","MBS","UMBS MORTPASS 2.5% 02/28","15yr",,,,,"2890996005.92",,,,,,"Y"
"2021-07-21","'3138ETK21'","MBS","UMBS MORTPASS 4% 02/45","30yr",,,,,"2842691293.71",,,,,,"Y"
"2021-07-21","'3140X6Y39'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"2839952753.48",,,,,,""
"2021-07-21","'31418DLT7'","MBS","UMBS MORTPASS 3% 02/50","30yr",,,,,"2816085881.25",,,,,,""
"2021-07-21","'3138EQE57'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"2812772846.48",,,,,,"Y"
"2021-07-21","'3132D6AF7'","MBS","UMBS MORTPASS 1.5% 06/36","15yr",,,,,"2798978292.62",,,,,,""
"2021-07-21","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"2773365124.72",,,,,,""
"2021-07-21","'3140X5D83'","MBS","UMBS MORTPASS 3.5% 04/44","30yr",,,,,"2772526531.18",,,,,,"Y"
"2021-07-21","'3132D6AC4'","MBS","UMBS MORTPASS 2% 05/36","15yr",,,,,"2749974680.9",,,,,,""
"2021-07-21","'36179UXS6'","MBS","GNMA II MORTPASS 3% 08/49","30yr",,,,,"2737015911.47",,,,,,""
"2021-07-21","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"2729144871.46",,,,,,""
"2021-07-21","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"2728038588.88",,,,,,"Y"
"2021-07-21","'31418DVX7'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"2720473201.4",,,,,,""
"2021-07-21","'3132DV5K7'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"2712279260.43",,,,,,""
"2021-07-21","'36179VBF6'","MBS","GNMA II MORTPASS 3% 12/49","30yr",,,,,"2704974232.9",,,,,,""
"2021-07-21","'31418DX80'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"2698366508.92",,,,,,""
"2021-07-21","'3132D56Q0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"2673874378.87",,,,,,""
"2021-07-21","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"2673673168.68",,,,,,""
"2021-07-21","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"2671267613.43",,,,,,""
"2021-07-21","'3140X5D91'","MBS","UMBS MORTPASS 4% 06/47","30yr",,,,,"2654461377.73",,,,,,"Y"
"2021-07-21","'31418DX98'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"2640611527.17",,,,,,""
"2021-07-21","'31418DVW9'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"2632512777.4",,,,,,""
"2021-07-21","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"2623098197.75",,,,,,"Y"
"2021-07-21","'3140J52N8'","MBS","UMBS MORTPASS 3% 09/31","15yr",,,,,"2622884651.99",,,,,,"Y"
"2021-07-21","'3132D56Z0'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"2602857050.96",,,,,,""
"2021-07-21","'3132D57K2'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"2594284552.27",,,,,,""
"2021-07-21","'31418D2R2'","MBS","UMBS MORTPASS 2% 07/36","15yr",,,,,"2594111066.47",,,,,,""
"2021-07-21","'3138ETP42'","MBS","UMBS MORTPASS 3.5% 09/43","30yr",,,,,"2573914437.18",,,,,,"Y"
"2021-07-21","'3132D57D8'","MBS","UMBS MORTPASS 1.5% 03/36","15yr",,,,,"2572438268.2",,,,,,""
"2021-07-21","'36179UZT2'","MBS","GNMA II 3.5% 09/49","30yr",,,,,"2569275335.58",,,,,,""
"2021-07-21","'3132D6AK6'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"2560963942.73",,,,,,""
"2021-07-21","'31418DKQ4'","MBS","UMBS MORTPASS 2.5% 01/50","30yr",,,,,"2528656349.12",,,,,,""
"2021-07-21","'31418DN65'","MBS","UMBS MORTPASS 2% 05/35","15yr",,,,,"2496566503.97",,,,,,""
"2021-07-21","'3140J5G29'","MBS","UMBS MORTPASS 3% 03/46","30yr",,,,,"2490655719.75",,,,,,"Y"
"2021-07-21","'31418DXH0'","MBS","UMBS MORTPASS 2% 03/36","15yr",,,,,"2488156347.14",,,,,,""
"2021-07-21","'3132DV5R2'","MBS","UMBS MORTPASS 3% 04/50","30yr",,,,,"2475366260.5",,,,,,""
"2021-07-21","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"2472619630.95",,,,,,""
"2021-07-21","'3138ETK62'","MBS","UMBS MORTPASS 2.5% 01/28","15yr",,,,,"2471520560.74",,,,,,"Y"
"2021-07-21","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"2465228102.35",,,,,,""
"2021-07-21","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"2450660626.44",,,,,,"Y"
"2021-07-21","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"2397263077.7",,,,,,""
"2021-07-21","'3132D55D0'","MBS","UMBS MORTPASS 2% 05/35","15yr",,,,,"2392557862.3",,,,,,""
"2021-07-21","'31418DZZ8'","MBS","UMBS MORTPASS 1.5% 06/36","15yr",,,,,"2380443768.11",,,,,,""
