"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2021-06-30","'3132DWAW3'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"35997289260.75",,,,,,""
"2021-06-30","'31418DV74'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"33473917852.09",,,,,,""
"2021-06-30","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"29965816708.53",,,,,,"Y"
"2021-06-30","'3132DWAN3'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"29472825615.16",,,,,,""
"2021-06-30","'3132DWBP7'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"29186571304.74",,,,,,""
"2021-06-30","'31418DWR9'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"27553170771.34",,,,,,""
"2021-06-30","'31418DYX4'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"27126546591.96",,,,,,""
"2021-06-30","'3132DWBB8'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"25939308314",,,,,,""
"2021-06-30","'3132DWA52'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"25801399447.14",,,,,,""
"2021-06-30","'31418DQH8'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"23065001631.6",,,,,,""
"2021-06-30","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"22705150585.71",,,,,,""
"2021-06-30","'31418DVA7'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"21891343806.21",,,,,,""
"2021-06-30","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"21364023909.59",,,,,,"Y"
"2021-06-30","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"21059620477.13",,,,,,""
"2021-06-30","'3132DV7K5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"20968074900.86",,,,,,""
"2021-06-30","'3132DWBH5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"20653189970.06",,,,,,""
"2021-06-30","'31418DTQ5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"20601308656.11",,,,,,""
"2021-06-30","'31418DZV7'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"20534018506.3",,,,,,""
"2021-06-30","'36179V7D6'","MBS","GNMA II MORTPASS 2% 02/51","30yr",,,,,"18113125518.84",,,,,,""
"2021-06-30","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"17958678343.9",,,,,,"Y"
"2021-06-30","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"17870538482.4",,,,,,""
"2021-06-30","'31418DQ88'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"17851601393.22",,,,,,""
"2021-06-30","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"17361446916",,,,,,"Y"
"2021-06-30","'36179WDQ8'","MBS","GNMA II MORTPASS 2% 04/51","30yr",,,,,"17115703198.65",,,,,,""
"2021-06-30","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"16862773200.83",,,,,,""
"2021-06-30","'36179WBX5'","MBS","GNMA II MORTPASS 2% 03/51","30yr",,,,,"16671318672.98",,,,,,""
"2021-06-30","'3132DV6U4'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"16644763050.66",,,,,,""
"2021-06-30","'31418DPD8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"16571222214.21",,,,,,""
"2021-06-30","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"16066394298.31",,,,,,""
"2021-06-30","'31418DZW5'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"16014280269.05",,,,,,""
"2021-06-30","'31418DYB2'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"15838392045.77",,,,,,""
"2021-06-30","'3132DV7A7'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"15735430905.93",,,,,,""
"2021-06-30","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"15645600363.43",,,,,,"Y"
"2021-06-30","'3132DV5W1'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"15644727185.62",,,,,,""
"2021-06-30","'3132DWBU6'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15505016797.09",,,,,,""
"2021-06-30","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"15496509705.58",,,,,,""
"2021-06-30","'31418DXK3'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"13935794985.07",,,,,,""
"2021-06-30","'31418D2L5'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"13754556701",,,,,,""
"2021-06-30","'31418DSJ2'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"13390065231.51",,,,,,""
"2021-06-30","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"13104103574.66",,,,,,""
"2021-06-30","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"13024043901.55",,,,,,""
"2021-06-30","'3132DV6C4'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"12634084579.18",,,,,,""
"2021-06-30","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"12287834515.2",,,,,,"Y"
"2021-06-30","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"12170984327.35",,,,,,""
"2021-06-30","'36179VZR4'","MBS","GNMA II 2.5% 12/50","30yr",,,,,"11773798792.13",,,,,,""
"2021-06-30","'3132DWBT9'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"11731107866",,,,,,""
"2021-06-30","'3132DWBZ5'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"11299352275",,,,,,""
"2021-06-30","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"11204271920.45",,,,,,"Y"
"2021-06-30","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"10926698002.15",,,,,,""
"2021-06-30","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"10803458697.65",,,,,,"Y"
"2021-06-30","'3132DWBA0'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"10630179868.02",,,,,,""
"2021-06-30","'3132DWBG7'","MBS","UMBS MORTPASS 1.5% 04/51","30yr",,,,,"10428083864.19",,,,,,""
"2021-06-30","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"10204561044.76",,,,,,"Y"
"2021-06-30","'3132DV7C3'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"9686995172.2",,,,,,""
"2021-06-30","'31418DSH6'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"9529960790.53",,,,,,""
"2021-06-30","'31418DUG5'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"9411377688.76",,,,,,""
"2021-06-30","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"9396746295.09",,,,,,""
"2021-06-30","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"9368848151.12",,,,,,"Y"
"2021-06-30","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"9185662502.72",,,,,,""
"2021-06-30","'3132DV7B5'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"8935044926.3",,,,,,""
"2021-06-30","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"8781459068.87",,,,,,""
"2021-06-30","'31418D2M3'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"8445176905",,,,,,""
"2021-06-30","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"8352161080.62",,,,,,""
"2021-06-30","'3132DWBY8'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"8312584918",,,,,,""
"2021-06-30","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"8193752203.03",,,,,,"Y"
"2021-06-30","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"8071280395.9",,,,,,"Y"
"2021-06-30","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"8015103310.42",,,,,,"Y"
"2021-06-30","'31335CJN5'","MBS","FHLMCGLD 3.5% 01/48","30yr",,,,,"8012841223.06",,,,,,"Y"
"2021-06-30","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"7942813434.18",,,,,,"Y"
"2021-06-30","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"7337159615.48",,,,,,"Y"
"2021-06-30","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"7042780125.88",,,,,,""
"2021-06-30","'3132DV7L3'","MBS","UMBS MORTPASS 2.5% 10/50","30yr",,,,,"6859983443.26",,,,,,""
"2021-06-30","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"6804878175.42",,,,,,"Y"
"2021-06-30","'31418DRS3'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"6733493567.67",,,,,,""
"2021-06-30","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"6679900968.59",,,,,,"Y"
"2021-06-30","'36179WFG8'","MBS","GNMA II 2.5% 05/51","30yr",,,,,"6674237957.1",,,,,,""
"2021-06-30","'3132DV7J8'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"6522401888.55",,,,,,""
"2021-06-30","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"6485316509",,,,,,""
"2021-06-30","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"6321420114.58",,,,,,""
"2021-06-30","'31418DTR3'","MBS","UMBS MORTPASS 2.5% 10/50","30yr",,,,,"6059531429.29",,,,,,""
"2021-06-30","'31418DVC3'","MBS","UMBS MORTPASS 2.5% 12/50","30yr",,,,,"6025871664.5",,,,,,""
"2021-06-30","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"6016976738.69",,,,,,"Y"
"2021-06-30","'31418DSM5'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"5990035264.4",,,,,,""
"2021-06-30","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"5854296476.72",,,,,,""
"2021-06-30","'3132DWAV5'","MBS","UMBS MORTPASS 1.5% 01/51","30yr",,,,,"5629086802.28",,,,,,""
"2021-06-30","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"5583537968.3",,,,,,""
"2021-06-30","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"5568881788.98",,,,,,"Y"
"2021-06-30","'3140J8BW2'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"5555811254.4",,,,,,"Y"
"2021-06-30","'31418DPE6'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"5411126055.44",,,,,,""
"2021-06-30","'31335CJP0'","MBS","FHLMCGLD 4% 02/48","30yr",,,,,"5188410728.61",,,,,,"Y"
"2021-06-30","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"4995321908.66",,,,,,""
"2021-06-30","'3132D56U1'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"4978439776.34",,,,,,""
"2021-06-30","'3132DWAM5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"4972453911.81",,,,,,""
"2021-06-30","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"4930337691.81",,,,,,""
"2021-06-30","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"4819643027.65",,,,,,""
"2021-06-30","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4807369719.29",,,,,,"Y"
"2021-06-30","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"4785503026.26",,,,,,""
"2021-06-30","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"4779373436.39",,,,,,""
"2021-06-30","'31418DTM4'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"4774040096.57",,,,,,""
"2021-06-30","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"4620720533.18",,,,,,""
"2021-06-30","'3132D56P2'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"4587186106.27",,,,,,""
"2021-06-30","'31418DVB5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"4575914524.11",,,,,,""
"2021-06-30","'31418DUH3'","MBS","UMBS MORTPASS 2.5% 11/50","30yr",,,,,"4549468489.37",,,,,,""
"2021-06-30","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"4545113689.88",,,,,,"Y"
"2021-06-30","'31418DXJ6'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"4508859825.88",,,,,,""
"2021-06-30","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4486179093.13",,,,,,""
"2021-06-30","'3138ETE51'","MBS","UMBS MORTPASS 3.5% 06/43","30yr",,,,,"4452217982.01",,,,,,"Y"
"2021-06-30","'31418DUD2'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"4372247519.87",,,,,,""
"2021-06-30","'3138ETKH8'","MBS","UMBS MORTPASS 3.5% 01/43","30yr",,,,,"4350820952.2",,,,,,"Y"
"2021-06-30","'31418DYA4'","MBS","UMBS MORTPASS 1.5% 04/51","30yr",,,,,"4345573892.39",,,,,,""
"2021-06-30","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"4183438256.84",,,,,,""
"2021-06-30","'3132D6AB6'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"4082635657.53",,,,,,""
"2021-06-30","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"4080958165.75",,,,,,"Y"
"2021-06-30","'3132DWAP8'","MBS","UMBS MORTPASS 2.5% 12/50","30yr",,,,,"4062003866.86",,,,,,""
"2021-06-30","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"4057848012.95",,,,,,"Y"
"2021-06-30","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"4051138133.14",,,,,,"Y"
"2021-06-30","'3132DV5D3'","MBS","UMBS MORTPASS 3% 02/50","30yr",,,,,"4000995822.39",,,,,,""
"2021-06-30","'3132DWA45'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"3972008762.44",,,,,,""
"2021-06-30","'31418DNH1'","MBS","UMBS MORTPASS 3% 04/50","30yr",,,,,"3969597399.32",,,,,,""
"2021-06-30","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"3862731087.37",,,,,,"Y"
"2021-06-30","'31418DV82'","MBS","UMBS MORTPASS 2.5% 01/51","30yr",,,,,"3803638277.24",,,,,,""
"2021-06-30","'3132DWAD5'","MBS","UMBS MORTPASS 1.5% 11/50","30yr",,,,,"3793542125.88",,,,,,""
"2021-06-30","'3138ETP34'","MBS","UMBS MORTPASS 3.5% 07/45","30yr",,,,,"3774200088.33",,,,,,"Y"
"2021-06-30","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3763016422.43",,,,,,""
"2021-06-30","'31418DY22'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"3698919416.12",,,,,,""
"2021-06-30","'31418DP48'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"3695466576.12",,,,,,""
"2021-06-30","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"3694431885.72",,,,,,"Y"
"2021-06-30","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"3688831094.65",,,,,,""
"2021-06-30","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3686312092.33",,,,,,""
"2021-06-30","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"3631660270.86",,,,,,"Y"
"2021-06-30","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"3586879365.62",,,,,,"Y"
"2021-06-30","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"3579546309.52",,,,,,"Y"
"2021-06-30","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"3579081982.53",,,,,,"Y"
"2021-06-30","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"3542387771.66",,,,,,"Y"
"2021-06-30","'31418DU75'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"3505906588.18",,,,,,""
"2021-06-30","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"3475027957.41",,,,,,""
"2021-06-30","'31418DNG3'","MBS","UMBS MORTPASS 2.5% 04/50","30yr",,,,,"3469981527.12",,,,,,""
"2021-06-30","'31418DRR5'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"3458805047.91",,,,,,""
"2021-06-30","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"3447562764.89",,,,,,""
"2021-06-30","'31418DZ21'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"3421403914.12",,,,,,""
"2021-06-30","'36179U4B5'","MBS","GNMA II MORTPASS 3% 10/49","30yr",,,,,"3412831344.38",,,,,,""
"2021-06-30","'3128MF2M9'","MBS","FHLMCGLD 3% 01/33","15yr",,,,,"3406872773.82",,,,,,"Y"
"2021-06-30","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"3402848493.17",,,,,,"Y"
"2021-06-30","'31418DMJ8'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"3397750904.8",,,,,,""
"2021-06-30","'3132D56J6'","MBS","UMBS MORTPASS 1.5% 11/35","15yr",,,,,"3385836830.41",,,,,,""
"2021-06-30","'3132DV5X9'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"3379628841.91",,,,,,""
"2021-06-30","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"3364131607.74",,,,,,"Y"
"2021-06-30","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"3355044603.91",,,,,,"Y"
"2021-06-30","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"3305718762.01",,,,,,"Y"
"2021-06-30","'3132DWAG8'","MBS","UMBS MORTPASS 2.5% 11/50","30yr",,,,,"3297731878.83",,,,,,""
"2021-06-30","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"3261216350.37",,,,,,""
"2021-06-30","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"3251825036.11",,,,,,""
"2021-06-30","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"3207832499.71",,,,,,""
"2021-06-30","'31418DQ47'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"3205274965.83",,,,,,""
"2021-06-30","'3138EQE65'","MBS","UMBS MORTPASS 4.5% 08/40","30yr",,,,,"3185445635.17",,,,,,"Y"
"2021-06-30","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"3145270225.32",,,,,,""
"2021-06-30","'31418DU83'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"3117335268.95",,,,,,""
"2021-06-30","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"3103433678.08",,,,,,"Y"
"2021-06-30","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"3083884156.05",,,,,,""
"2021-06-30","'3132DWAX1'","MBS","UMBS MORTPASS 2.5% 01/51","30yr",,,,,"3065833381.42",,,,,,""
"2021-06-30","'3138EQGA4'","MBS","UMBS MORTPASS 4.5% 09/42","30yr",,,,,"3048510049.09",,,,,,"Y"
"2021-06-30","'31418DKT8'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"3040346425.68",,,,,,""
"2021-06-30","'3132D6AG5'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"3031038363.26",,,,,,""
"2021-06-30","'3132DV4P7'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"3002126169.43",,,,,,""
"2021-06-30","'3138EQ7C0'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"2994174239.18",,,,,,"Y"
"2021-06-30","'3138ETKJ4'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"2967556783.46",,,,,,"Y"
"2021-06-30","'3138ETK47'","MBS","UMBS MORTPASS 2.5% 03/29","15yr",,,,,"2966224415.2",,,,,,"Y"
"2021-06-30","'36179UXS6'","MBS","GNMA II MORTPASS 3% 08/49","30yr",,,,,"2914303161.77",,,,,,""
"2021-06-30","'3138ETKZ8'","MBS","UMBS MORTPASS 2.5% 02/28","15yr",,,,,"2890996005.92",,,,,,"Y"
"2021-06-30","'36179VBF6'","MBS","GNMA II MORTPASS 3% 12/49","30yr",,,,,"2876751939.21",,,,,,""
"2021-06-30","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"2851049483.55",,,,,,"Y"
"2021-06-30","'3138ETK21'","MBS","UMBS MORTPASS 4% 02/45","30yr",,,,,"2842691293.71",,,,,,"Y"
"2021-06-30","'3140X6Y39'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"2839952753.48",,,,,,""
"2021-06-30","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"2834218825.72",,,,,,""
"2021-06-30","'31418DLT7'","MBS","UMBS MORTPASS 3% 02/50","30yr",,,,,"2816085881.25",,,,,,""
"2021-06-30","'3138EQE57'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"2812772846.48",,,,,,"Y"
"2021-06-30","'3132D6AF7'","MBS","UMBS MORTPASS 1.5% 06/36","15yr",,,,,"2797776141.48",,,,,,""
"2021-06-30","'36179UZT2'","MBS","GNMA II 3.5% 09/49","30yr",,,,,"2788166706.56",,,,,,""
"2021-06-30","'3140X5D83'","MBS","UMBS MORTPASS 3.5% 04/44","30yr",,,,,"2772526531.18",,,,,,"Y"
"2021-06-30","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"2771030964.21",,,,,,""
"2021-06-30","'31418DRW4'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"2756481658.38",,,,,,""
"2021-06-30","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"2727811591.63",,,,,,"Y"
"2021-06-30","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"2726351850.63",,,,,,""
"2021-06-30","'3132DV5K7'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"2712279260.43",,,,,,""
"2021-06-30","'31418DVX7'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"2680741838.71",,,,,,""
"2021-06-30","'3132D56Q0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"2673333532.59",,,,,,""
"2021-06-30","'3140X5D91'","MBS","UMBS MORTPASS 4% 06/47","30yr",,,,,"2654461377.73",,,,,,"Y"
"2021-06-30","'3132D6AC4'","MBS","UMBS MORTPASS 2% 05/36","15yr",,,,,"2650093129.01",,,,,,""
"2021-06-30","'31418DX98'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"2639621315.51",,,,,,""
"2021-06-30","'31418DVW9'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"2632512777.4",,,,,,""
"2021-06-30","'3140J52N8'","MBS","UMBS MORTPASS 3% 09/31","15yr",,,,,"2622884651.99",,,,,,"Y"
"2021-06-30","'31418DX80'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"2610008406.03",,,,,,""
"2021-06-30","'3132D56Z0'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"2597224578.63",,,,,,""
"2021-06-30","'3132D57K2'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"2594284552.27",,,,,,""
"2021-06-30","'3138ETP42'","MBS","UMBS MORTPASS 3.5% 09/43","30yr",,,,,"2573914437.18",,,,,,"Y"
"2021-06-30","'3132D57D8'","MBS","UMBS MORTPASS 1.5% 03/36","15yr",,,,,"2571958102.27",,,,,,""
"2021-06-30","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"2565949863.38",,,,,,"Y"
"2021-06-30","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"2548396737.85",,,,,,""
"2021-06-30","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"2544572095.45",,,,,,""
"2021-06-30","'31418DKQ4'","MBS","UMBS MORTPASS 2.5% 01/50","30yr",,,,,"2528332798.62",,,,,,""
"2021-06-30","'31418DN65'","MBS","UMBS MORTPASS 2% 05/35","15yr",,,,,"2491685801.75",,,,,,""
"2021-06-30","'3140J5G29'","MBS","UMBS MORTPASS 3% 03/46","30yr",,,,,"2490655719.75",,,,,,"Y"
"2021-06-30","'3132DV5R2'","MBS","UMBS MORTPASS 3% 04/50","30yr",,,,,"2475366260.5",,,,,,""
"2021-06-30","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"2472933155.05",,,,,,""
"2021-06-30","'3138ETK62'","MBS","UMBS MORTPASS 2.5% 01/28","15yr",,,,,"2471520560.74",,,,,,"Y"
"2021-06-30","'36179VN30'","MBS","GNMA II MORTPASS 3% 06/50","30yr",,,,,"2464186271.55",,,,,,""
"2021-06-30","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"2457853849.99",,,,,,"Y"
"2021-06-30","'3622AADG6'","MBS","GNMA I 3.5% 10/43","30yr",,,,,"2454821881.41",,,,,,"Y"
"2021-06-30","'36179VDN7'","MBS","GNMA II MORTPASS 3% 01/50","30yr",,,,,"2447009600.77",,,,,,""
"2021-06-30","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"2437393437.73",,,,,,"Y"
"2021-06-30","'36179U4C3'","MBS","GNMA II 3.5% 10/49","30yr",,,,,"2426082345.4",,,,,,""
"2021-06-30","'3132D55D0'","MBS","UMBS MORTPASS 2% 05/35","15yr",,,,,"2392041230.53",,,,,,""
"2021-06-30","'3132D6AK6'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"2379926978",,,,,,""
"2021-06-30","'31418DZZ8'","MBS","UMBS MORTPASS 1.5% 06/36","15yr",,,,,"2370754298.34",,,,,,""
"2021-06-30","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"2365242882.74",,,,,,""
"2021-06-30","'3138ETRH1'","MBS","UMBS MORTPASS 2.5% 10/28","15yr",,,,,"2361946144.04",,,,,,"Y"
"2021-06-30","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"2360131703.21",,,,,,""
"2021-06-30","'3132DV3Z6'","MBS","UMBS MORTPASS 3% 10/49","30yr",,,,,"2336453664.68",,,,,,""
